scientific_name.x,collapsed_name,dispersal_km,dispersal_checked,source_dispersal,dispersal.original.value,dispersal.original.units,Migration_km,migration_checked,Migration_source,migration.original.value,migration.original.units,mean.hra.m2,home_range_checked,source_hra,hra.original.value,hra.original.unit,Mass_kg,Mass_source,mass checked,number_traits_completed,person,diet,diet_broadest_cat,diet source,media_air_water_land,media_simplified,medium source,media_dispersal_air_land_aquatic_marine,media_migration_air_land_aquatic_marine,media_home range_air_land_aquatic_marine,Migration_km,geographic_range_km2,geographic unit source,IUCN
Spermophilus richardsonii,spermophilusrichardsonii,0.08904,,Mitchener and Mitchener (1977); Whitmee and Ormee (2012),,,NA,,NA,,,NA,,NA,,,0.405,,,2,,,,,,,,,,,NA,,,
Carduelis carduelis,cardueliscarduelis,52.2,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.407084333,,,2,,,,,,,,,,,NA,,,
Regulus calendula,reguluscalendula,NA,,NA,,,2076.3,,Horton_2018,,,NA,,NA,,,0.4147575,,,2,,,,,,,,,,,2076.3,,,
Musteluspunctulatus,musteluspunctulatus,1410,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.421,,,2,,,,,,,,,,,NA,,,
NA,couagigas,NA,,NA,,,0,,Razafindratsima_etal_2018,,,NA,,NA,,,0.423,,,2,,,,,,,,,,,0,,,
Laruscanus,laruscanus,84.4,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.432,,,2,,,,,,,,,,,NA,,,
NA,setophagadiscolor,NA,,NA,,,1785.1,,Horton_2018,,,NA,,NA,,,0.4412535,,,2,,,,,,,,,,,1785.1,,,
Nerodiaharteri,nerodiaharteri,0.015,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.445,,,2,,,,,,,,,,,NA,,,
NA,numeniustenuirostris,NA,,NA,,,6000,,Hein_Gillooly_2011,,,NA,,NA,,,0.45,Hein_Gillooly_2011,,2,,,,,,,,,,,6000,,,
NA,sternamaxima,NA,,NA,,,8000,,Hein_Gillooly_2011,,,NA,,NA,,,0.45,Hein_Gillooly_2011,,2,,,,,,,,,,,8000,,,
NA,wilsoniapusilla,NA,,NA,,,3952.2,,Horton_2018,,,NA,,NA,,,0.452244,,,2,,,,,,,,,,,3952.2,,,
NA,buteoplatypterus,NA,,NA,,,4826,,La Sorte et al. 2016,,,NA,,NA,,,0.455,Bestetal_1996,,2,,,,,,,,,,,4826,,,
Prunella modularis,prunellamodularis,2.1,,Paradis_1998 & Prugh et al.,,,NA,,NA,,,NA,,NA,,,0.456016,,,2,,,,,,,,,,,NA,,,
NA,puffinuspuffinus,NA,,NA,,,12000,,Hein_Gillooly_2011,,,NA,,NA,,,4.60E-01,Hein_Gillooly_2011,,2,,,,,,,,,,,12000,,,
NA,vermivoraruficapilla,NA,,NA,,,2695.1,,Horton_2018,,,NA,,NA,,,0.475022,,,2,,,,,,,,,,,2695.1,,,
NA,vermivoracelata,NA,,NA,,,2906,,Horton_2018,,,NA,,NA,,,0.4862885,,,2,,,,,,,,,,,2906,,,
NA,vermivoraperegrina,NA,,NA,,,4825.6,,Horton_2018,,,NA,,NA,,,0.4944485,,,2,,,,,,,,,,,4825.6,,,
NA,setophagachrysoparia,NA,,NA,,,1992.7,,Horton_2018,,,NA,,NA,,,0.5027675,,,2,,,,,,,,,,,1992.7,,,
NA,setophagapalmarum,NA,,NA,,,3084.5,,Horton_2018,,,NA,,NA,,,0.5081695,,,2,,,,,,,,,,,3084.5,,,
Sitta canadensis,sittacanadensis,NA,,NA,,,426.9,,Horton_2018,,,NA,,NA,,,0.515248,,,2,,,,,,,,,,,426.9,,,
Pyrrhulapyrrhula,pyrrhulapyrrhula,24.2,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,5.16E-01,,,2,,,,,,,,,,,NA,,,
Squalusmegalops,squalusmegalops,39,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.516,,,2,,,,,,,,,,,NA,,,
NA,wilsoniacitrina,NA,,NA,,,1943.4,,Horton_2018,,,NA,,NA,,,0.516815,,,2,,,,,,,,,,,1943.4,,,
NA,setophagatigrina,NA,,NA,,,4126.9,,Horton_2018,,,NA,,NA,,,0.518481,,,2,,,,,,,,,,,4126.9,,,
Macquariaambigua,macquariaambigua,7.48,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.521,,,2,,,,,,,,,,,NA,,,
Rana catesbeiana,ranacatesbeiana,1.6,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.521,,,2,,,,,,,,,,,NA,,,
Parus montanus,parusmontanus,15.2,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.538101,,,2,,,,,,,,,,,NA,,,
NA,spizellapallida,NA,,NA,,,2910.2,,Horton_2018,,,NA,,NA,,,0.5442365,,,2,,,,,,,,,,,2910.2,,,
NA,setophagacastanea,NA,,NA,,,4287.6,,Horton_2018,,,NA,,NA,,,0.544878,,,2,,,,,,,,,,,4287.6,,,
NA,oxyurajamaicensis,NA,,NA,,,1176.9,,Horton_2018,,,NA,,NA,,,0.545,Bestetal_1996,,2,,,,,,,,,,,1176.9,,,
Sylviacurruca,sylviacurruca,80.9,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.551761,,,2,,,,,,,,,,,NA,,,
NA,setophagacoronata,NA,,NA,,,2723.5,,Horton_2018,,,NA,,NA,,,0.5551875,,,2,,,,,,,,,,,2723.5,,,
NA,puffinustenuirostris,NA,,NA,,,12000,,Hein_Gillooly_2011,,,NA,,NA,,,0.56,Hein_Gillooly_2011,,2,,,,,,,,,,,12000,,,
Carduelis flammea,carduelisflammea,84.7,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.5643035,,,2,,,,,,,,,,,NA,,,
NA,empidonaxflaviventris,NA,,NA,,,4053.9,,Horton_2018,,,NA,,NA,,,0.5665445,,,2,,,,,,,,,,,4053.9,,,
NA,limnothlypisswainsonii,NA,,NA,,,1603.9,,Horton_2018,,,NA,,NA,,,0.5687855,,,2,,,,,,,,,,,1603.9,,,
NA,mniotiltavaria,NA,,NA,,,3219.7,,Horton_2018,,,NA,,NA,,,0.5696415,,,2,,,,,,,,,,,3219.7,,,
NA,polyboroidesradiatus,NA,,NA,,,0,,Razafindratsima_etal_2018,,,NA,,NA,,,0.57,,,2,,,,,,,,,,,0,,,
NA,empidonaxalnorum,NA,,NA,,,7184.7,,Horton_2018,,,NA,,NA,,,0.5714635,,,2,,,,,,,,,,,7184.7,,,
NA,ammodramusleconteii,NA,,NA,,,2227.1,,Horton_2018,,,NA,,NA,,,0.5764395,,,2,,,,,,,,,,,2227.1,,,
NA,lophotibiscristata,NA,,NA,,,0,,Razafindratsima_etal_2018,,,NA,,NA,,,0.583,,,2,,,,,,,,,,,0,,,
NA,setophagapinus,NA,,NA,,,752.2,,Horton_2018,,,NA,,NA,,,5.83E-01,,,2,,,,,,,,,,,752.2,,,
NA,numeniusamericanus,NA,,NA,,,2005,,Horton_2018,,,NA,,NA,,,0.5839,,,2,,,,,,,,,,,2005,,,
NA,plegadisfalcinellus,NA,,NA,,,239,,La Sorte et al. 2016,,,NA,,NA,,,0.595,,,2,,,,,,,,,,,239,,,
NA,oporornisagilis,NA,,NA,,,6587.6,,Horton_2018,,,NA,,NA,,,0.5975895,,,2,,,,,,,,,,,6587.6,,,
NA,vireosolitarius,NA,,NA,,,2735,,Horton_2018,,,NA,,NA,,,0.600703,,,2,,,,,,,,,,,2735,,,
NA,passerinaciris,NA,,NA,,,1569.9,,Horton_2018,,,NA,,NA,,,6.04E-01,,,2,,,,,,,,,,,1569.9,,,
NA,spatulaclypeata,NA,,NA,,,3495.2,,Horton_2018,,,NA,,NA,,,0.6126,,,2,,,,,,,,,,,3495.2,,,
NA,anasclypeata,NA,,NA,,,3317,,La Sorte et al. 2016,,,NA,,NA,,,0.613,Bestetal_1996,,2,,,,,,,,,,,3317,,,
NA,plegadischihi,NA,,NA,,,343.9,,Horton_2018,,,NA,,NA,,,0.6169,,,2,,,,,,,,,,,343.9,,,
NA,vireophiladelphicus,NA,,NA,,,4078.9,,Horton_2018,,,NA,,NA,,,0.6281975,,,2,,,,,,,,,,,4078.9,,,
Stegonotuscucullatus,stegonotuscucullatus,0.4,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.633,,,2,,,,,,,,,,,NA,,,
NA,fulicaamericana,NA,,NA,,,1119,,La Sorte et al. 2016,,,NA,,NA,,,0.642,Bestetal_1996,,2,,,,,,,,,,,1119,,,
NA,calcariusornatus,NA,,NA,,,1780.5,,Horton_2018,,,NA,,NA,,,0.6601155,,,2,,,,,,,,,,,1780.5,,,
NA,icterusspurius,NA,,NA,,,2485.6,,Horton_2018,,,NA,,NA,,,6.61E-01,,,2,,,,,,,,,,,2485.6,,,
NA,phedinaborbonica,NA,,NA,,,0,,Razafindratsima_etal_2018,,,NA,,NA,,,0.673472,,,2,,,,,,,,,,,0,,,
NA,buteobrachypterus,NA,,NA,,,0,,Razafindratsima_etal_2018,,,NA,,NA,,,0.68,,,2,,,,,,,,,,,0,,,
NA,mergellusalbellus,NA,,NA,,,4500,,Hein_Gillooly_2011,,,NA,,NA,,,0.68,Hein_Gillooly_2011,,2,,,,,,,,,,,4500,,,
NA,falconaumanni,NA,,NA,,,8600,,Hein_Gillooly_2011,,,NA,,NA,,,0.7,Hein_Gillooly_2011,,2,,,,,,,,,,,8600,,,
NA,scomberscombrus,NA,,NA,,,2200,,Hein_Gillooly_2011,,,NA,,NA,,,0.7,Hein_Gillooly_2011,,2,,,,,,,,,,,2200,,,
NA,aythyacollaris,NA,,NA,,,2337.2,,Horton_2018,,,NA,,NA,,,0.705,Bestetal_1996,,2,,,,,,,,,,,2337.2,,,
NA,icteruscucullatus,NA,,NA,,,1060.1,,Horton_2018,,,NA,,NA,,,0.7050485,,,2,,,,,,,,,,,1060.1,,,
NA,botauruslentiginosus,NA,,NA,,,2208,,La Sorte et al. 2016,,,NA,,NA,,,0.706,Bestetal_1996,,2,,,,,,,,,,,2208,,,
NA,sayornissaya,NA,,NA,,,2404,,Horton_2018,,,NA,,NA,,,0.71602,,,2,,,,,,,,,,,2404,,,
NA,calcariuspictus,NA,,NA,,,3542,,Horton_2018,,,NA,,NA,,,0.723463,,,2,,,,,,,,,,,3542,,,
NA,catharusguttatus,NA,,NA,,,2052.6,,Horton_2018,,,NA,,NA,,,0.734399,,,2,,,,,,,,,,,2052.6,,,
NA,myiarchuscinerascens,NA,,NA,,,1365.9,,Horton_2018,,,NA,,NA,,,0.7372125,,,2,,,,,,,,,,,1365.9,,,
NA,catharusustulatus,NA,,NA,,,5715.2,,Horton_2018,,,NA,,NA,,,0.752257,,,2,,,,,,,,,,,5715.2,,,
NA,passerellailiaca,NA,,NA,,,2453.5,,Horton_2018,,,NA,,NA,,,0.753388,,,2,,,,,,,,,,,2453.5,,,
NA,marecaamericana,NA,,NA,,,3222.6,,Horton_2018,,,NA,,NA,,,0.7546,,,2,,,,,,,,,,,3222.6,,,
NA,zonotrichiaquerula,NA,,NA,,,3195,,Horton_2018,,,NA,,NA,,,0.7928755,,,2,,,,,,,,,,,3195,,,
Apalonemutica,apalonemutica,0.09,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.819,,,2,,,,,,,,,,,NA,,,
NA,aythyaaffinis,NA,,NA,,,3673.7,,Horton_2018,,,NA,,NA,,,0.8195,,,2,,,,,,,,,,,3673.7,,,
NA,loxiacurvirostra,NA,,NA,,,456,,La Sorte et al. 2016,,,NA,,NA,,,0.820588,,,2,,,,,,,,,,,456,,,
Garrulusglandarius,garrulusglandarius,19,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.850006,,,2,,,,,,,,,,,NA,,,
Rhizoprionodonlongurio,rhizoprionodonlongurio,1110,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.855,,,2,,,,,,,,,,,NA,,,
NA,pheucticusmelanocephalus,NA,,NA,,,1910,,La Sorte et al. 2016,,,NA,,NA,,,0.857687,,,2,,,,,,,,,,,1910,,,
NA,clangulahyemalis,NA,,NA,,,5000,,Hein_Gillooly_2011,,,NA,,NA,,,8.70E-01,Hein_Gillooly_2011,,2,,,,,,,,,,,5000,,,
NA,ardeaalba,NA,,NA,,,192,,La Sorte et al. 2016,,,NA,,NA,,,0.874,Bestetal_1996,,2,,,,,,,,,,,192,,,
Bufo marinus,bufomarinus,35,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.876,,,2,,,,,,,,,,,NA,,,
NA,petromyzonmarinus,NA,,NA,,,280,,Hein_Gillooly_2011,,,NA,,NA,,,0.88,Hein_Gillooly_2011,,2,,,,,,,,,,,280,,,
NA,nycticoraxnycticorax,NA,,NA,,,1035,,La Sorte et al. 2016,,,NA,,NA,,,8.83E-01,Bestetal_1996,,2,,,,,,,,,,,1035,,,
NA,empidonaxfulvifrons,0.8,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,0.897488,,,2,,,,,,,,,,,NA,,,
NA,aythyaferina,NA,,NA,,,7500,,Hein_Gillooly_2011,,,NA,,NA,,,9.00E-01,Hein_Gillooly_2011,,2,,,,,,,,,,,7500,,,
Aulohalaeluruslabiosus,aulohalaeluruslabiosus,38,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.929,,,2,,,,,,,,,,,NA,,,
NA,philemoncitreogularis,NA,,NA,,,2400,,Hein_Gillooly_2011,,,NA,,NA,,,0.929493,,,2,,,,,,,,,,,2400,,,
Anas acuta,anasacuta,NA,,NA,,,3217.1,,Horton_2018,,,NA,,NA,,,0.94,Hein_Gillooly_2011,,2,,,,,,,,,,,3217.1,,,
NA,spizellabreweri,NA,,NA,,,1799,,La Sorte et al. 2016,,,NA,,NA,,,0.951816,,,2,,,,,,,,,,,1799,,,
NA,toxostomarufum,NA,,NA,,,942.4,,Horton_2018,,,NA,,NA,,,0.9523395,,,2,,,,,,,,,,,942.4,,,
Heterodontus francisci,heterodontusfrancisci,19,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,0.954,,,2,,,,,,,,,,,NA,,,
NA,pleuronectesplatessa,NA,,NA,,,280,,Hein_Gillooly_2011,,,NA,,NA,,,1,Hein_Gillooly_2011,,2,,,,,,,,,,,280,,,
NA,empidonaxhammondii,NA,,NA,,,3775,,La Sorte et al. 2016,,,NA,,NA,,,1.019072,,,2,,,,,,,,,,,3775,,,
Acrochordus arafurae,acrochordusarafurae,0.166,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.03,,,2,,,,,,,,,,,NA,,,
Limandaferruginea,limandaferruginea,226,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.04,,,2,,,,,,,,,,,NA,,,
NA,aythyaamericana,NA,,NA,,,2024,,La Sorte et al. 2016,,,NA,,NA,,,1.045,Bestetal_1996,,2,,,,,,,,,,,2024,,,
NA,spizellaatrogularis,NA,,NA,,,273,,La Sorte et al. 2016,,,NA,,NA,,,1.049218,,,2,,,,,,,,,,,273,,,
NA,empidonaxdifficilis,NA,,NA,,,3274,,La Sorte et al. 2016,,,NA,,NA,,,1.067253,,,2,,,,,,,,,,,3274,,,
NA,vireovicinior,NA,,NA,,,747,,La Sorte et al. 2016,,,NA,,NA,,,1.093295,,,2,,,,,,,,,,,747,,,
NA,contopussordidulus,NA,,NA,,,6200,,La Sorte et al. 2016,,,NA,,NA,,,1.096785,,,2,,,,,,,,,,,6200,,,
NA,empidonaxoccidentalis,NA,,NA,,,1767,,La Sorte et al. 2016,,,NA,,NA,,,1.09749,,,2,,,,,,,,,,,1767,,,
NA,amphispizabilineata,NA,,NA,,,456,,La Sorte et al. 2016,,,NA,,NA,,,1.138162,,,2,,,,,,,,,,,456,,,
Cyprinuscarpio,cyprinuscarpio,3.09,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.14,,,2,,,,,,,,,,,NA,,,
Haploblepharusfuscus,haploblepharusfuscus,8,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.14,,,2,,,,,,,,,,,NA,,,
NA,empidonaxoberholseri,NA,,NA,,,2696,,La Sorte et al. 2016,,,NA,,NA,,,1.146932,,,2,,,,,,,,,,,2696,,,
Rhizoprionodonacutus,rhizoprionodonacutus,1000,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.15,,,2,,,,,,,,,,,NA,,,
NA,tachycinetathalassina,NA,,NA,,,2793,,La Sorte et al. 2016,,,NA,,NA,,,1.150689,,,2,,,,,,,,,,,2793,,,
NA,passerinaamoena,NA,,NA,,,2263,,La Sorte et al. 2016,,,NA,,NA,,,1.180353,,,2,,,,,,,,,,,2263,,,
Quiscalus major,quiscalusmajor,35,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.20E+00,,,2,,,,,,,,,,,NA,,,
Clemmysmarmorata,clemmysmarmorata,0.423,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.2,,,2,,,,,,,,,,,NA,,,
NA,tadornaferruginea,NA,,NA,,,3800,,Hein_Gillooly_2011,,,NA,,NA,,,1.2,Hein_Gillooly_2011,,2,,,,,,,,,,,3800,,,
NA,aythyavalisineria,NA,,NA,,,2656.3,,Horton_2018,,,NA,,NA,,,1.202,,,2,,,,,,,,,,,2656.3,,,
NA,vireoplumbeus,NA,,NA,,,1605,,La Sorte et al. 2016,,,NA,,NA,,,1.210687,,,2,,,,,,,,,,,1605,,,
Clemmysinsculpta,clemmysinsculpta,0.6,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.23,,,2,,,,,,,,,,,NA,,,
NA,vireocassinii,NA,,NA,,,2792,,La Sorte et al. 2016,,,NA,,NA,,,1.248449,,,2,,,,,,,,,,,2792,,,
NA,ammodramusbairdii,NA,,NA,,,2292,,La Sorte et al. 2016,,,NA,,NA,,,1.263441,,,2,,,,,,,,,,,2292,,,
NA,salpinctesobsoletus,NA,,NA,,,709,,La Sorte et al. 2016,,,NA,,NA,,,1.270046,,,2,,,,,,,,,,,709,,,
NA,anthusrubescens,NA,,NA,,,3717,,La Sorte et al. 2016,,,NA,,NA,,,1.318825,,,2,,,,,,,,,,,3717,,,
NA,phainopeplanitens,NA,,NA,,,1430,,La Sorte et al. 2016,,,NA,,NA,,,1.319095,,,2,,,,,,,,,,,1430,,,
NA,anthusspragueii,NA,,NA,,,2504,,La Sorte et al. 2016,,,NA,,NA,,,1.369976,,,2,,,,,,,,,,,2504,,,
NA,leucostictetephrocotis,NA,,NA,,,2538,,La Sorte et al. 2016,,,NA,,NA,,,1.377465,,,2,,,,,,,,,,,2538,,,
Scylliogaleusquecketti,scylliogaleusquecketti,54,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.38E+00,,,2,,,,,,,,,,,NA,,,
Branta bernicla,brantabernicla,NA,,NA,,,4276,,La Sorte et al. 2016,,,NA,,NA,,,1.4,Hein_Gillooly_2011,,2,,,,,,,,,,,4276,,,
NA,leucosticteatrata,NA,,NA,,,276,,La Sorte et al. 2016,,,NA,,NA,,,1.402254,,,2,,,,,,,,,,,276,,,
NA,sialiamexicana,NA,,NA,,,503,,La Sorte et al. 2016,,,NA,,NA,,,1.422294,,,2,,,,,,,,,,,503,,,
Ardea cinerea,ardeacinerea,238,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.4415,,,2,,,,,,,,,,,NA,,,
Porodermaafricanum,porodermaafricanum,1960,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.45,,,2,,,,,,,,,,,NA,,,
Sphyrnatiburo,sphyrnatiburo,343,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.46,,,2,,,,,,,,,,,NA,,,
NA,pipilochlorurus,NA,,NA,,,1405,,La Sorte et al. 2016,,,NA,,NA,,,1.465373,,,2,,,,,,,,,,,1405,,,
NA,catharusminimus,NA,,NA,,,7631,,La Sorte et al. 2016,,,NA,,NA,,,1.466827,,,2,,,,,,,,,,,7631,,,
NA,cathartesaura,NA,,NA,,,1490,,La Sorte et al. 2016,,,NA,,NA,,,1.467,Bestetal_1996,,2,,,,,,,,,,,1490,,,
NA,pirangaludoviciana,NA,,NA,,,3646,,La Sorte et al. 2016,,,NA,,NA,,,1.477829,,,2,,,,,,,,,,,3646,,,
NA,zonotrichiaatricapilla,NA,,NA,,,2518,,La Sorte et al. 2016,,,NA,,NA,,,1.505131,,,2,,,,,,,,,,,2518,,,
NA,myadestestownsendi,NA,,NA,,,1254,,La Sorte et al. 2016,,,NA,,NA,,,1.511881,,,2,,,,,,,,,,,1254,,,
NA,loxialeucoptera,NA,,NA,,,459,,La Sorte et al. 2016,,,NA,,NA,,,1.515583,,,2,,,,,,,,,,,459,,,
NA,sialiacurrucoides,NA,,NA,,,1825,,La Sorte et al. 2016,,,NA,,NA,,,1.549663,,,2,,,,,,,,,,,1825,,,
NA,icterusparisorum,NA,,NA,,,784,,La Sorte et al. 2016,,,NA,,NA,,,1.552607,,,2,,,,,,,,,,,784,,,
NA,calamospizamelanocorys,NA,,NA,,,1582,,La Sorte et al. 2016,,,NA,,NA,,,1.556301,,,2,,,,,,,,,,,1582,,,
Rhizoprionodonterraenovae,rhizoprionodonterraenovae,1040,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.57,,,2,,,,,,,,,,,NA,,,
NA,tyrannusmelancholicus,NA,,NA,,,62,,La Sorte et al. 2016,,,NA,,NA,,,1.57444,,,2,,,,,,,,,,,62,,,
Graptemyspseudogeographica,graptemyspseudogeographica,1.13,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.6,,,2,,,,,,,,,,,NA,,,
NA,tyrannusvociferans,NA,,NA,,,616,,La Sorte et al. 2016,,,NA,,NA,,,1.635106,,,2,,,,,,,,,,,616,,,
NA,anserrossii,NA,,NA,,,3322.4,,Horton_2018,,,NA,,NA,,,1.636,,,2,,,,,,,,,,,3322.4,,,
NA,oreoscoptesmontanus,NA,,NA,,,1490,,La Sorte et al. 2016,,,NA,,NA,,,1.645906,,,2,,,,,,,,,,,1490,,,
NA,corvusalbus,NA,,NA,,,0,,Razafindratsima_etal_2018,,,NA,,NA,,,1.66E+00,,,2,,,,,,,,,,,0,,,
Carcharhinus dussumieri,carcharhinusdussumieri,4,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.67,,,2,,,,,,,,,,,NA,,,
Loxodonmacrorhinus,loxodonmacrorhinus,575,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.7,,,2,,,,,,,,,,,NA,,,
NA,bombycillagarrulus,NA,,NA,,,1901,,La Sorte et al. 2016,,,NA,,NA,,,1.70156,,,2,,,,,,,,,,,1901,,,
NA,pinicolaenucleator,NA,,NA,,,365,,La Sorte et al. 2016,,,NA,,NA,,,1.725502,,,2,,,,,,,,,,,365,,,
NA,euphaguscarolinus,NA,,NA,,,2740,,La Sorte et al. 2016,,,NA,,NA,,,1.775075,,,2,,,,,,,,,,,2740,,,
NA,euphaguscyanocephalus,NA,,NA,,,1223,,La Sorte et al. 2016,,,NA,,NA,,,1.795773,,,2,,,,,,,,,,,1223,,,
Branta leucopsis,brantaleucopsis,NA,,NA,,,3200,,Hein_Gillooly_2011,,,NA,,NA,,,1.80E+00,Hein_Gillooly_2011,,2,,,,,,,,,,,3200,,,
Carcharhinus macloti,carcharhinusmacloti,711,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.82,,,2,,,,,,,,,,,NA,,,
Parmaturussp.,parmaturussp.,1010,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.82,,,2,,,,,,,,,,,NA,,,
NA,ansererythropus,NA,,NA,,,4000,,Hein_Gillooly_2011,,,NA,,NA,,,1.9,Hein_Gillooly_2011,,2,,,,,,,,,,,4000,,,
Musteluslenticulatus,musteluslenticulatus,1160,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.97,,,2,,,,,,,,,,,NA,,,
Carcharhinus sealei,carcharhinussealei,367,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,1.99,,,2,,,,,,,,,,,NA,,,
Branta hutchinsii,brantahutchinsii,NA,,NA,,,3480,,La Sorte et al. 2016,,,NA,,NA,,,2,Hein_Gillooly_2011,,2,,,,,,,,,,,3480,,,
NA,sarkidiornismelanotos,NA,,NA,,,3900,,Hein_Gillooly_2011,,,NA,,NA,,,2.00E+00,Hein_Gillooly_2011,,2,,,,,,,,,,,3900,,,
Geocheloneyniphora,geocheloneyniphora,0.746,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.04,,,2,,,,,,,,,,,NA,,,
Apolonespinifera,apolonespinifera,0.003,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.05,,,2,,,,,,,,,,,NA,,,
Mustelusmosis,mustelusmosis,228,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.05,,,2,,,,,,,,,,,NA,,,
Masticophis taeniatus,masticophistaeniatus,4,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.1,,,2,,,,,,,,,,,NA,,,
Musteluscanis,musteluscanis,402,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.17,,,2,,,,,,,,,,,NA,,,
Anser indicus,anserindicus,NA,,NA,,,1200,,Hein_Gillooly_2011,,,NA,,NA,,,2.2,Hein_Gillooly_2011,,2,,,,,,,,,,,1200,,,
Ardea herodias,ardeaherodias,NA,,NA,,,854,,La Sorte et al. 2016,,,NA,,NA,,,2.39,Bestetal_1996,,2,,,,,,,,,,,854,,,
Musteluspalumbes,musteluspalumbes,210,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.44,,,2,,,,,,,,,,,NA,,,
Amphiuma tridactylum,amphiumatridactylum,0.297,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.4849,,,2,,,,,,,,,,,NA,,,
NA,ansercaerulescens,NA,,NA,,,5000,,Hein_Gillooly_2011,,,NA,,NA,,,2.50E+00,Hein_Gillooly_2011,,2,,,,,,,,,,,5000,,,
NA,oncorhynchusnerka,NA,,NA,,,1100,,Hein_Gillooly_2011,,,NA,,NA,,,2.5,Hein_Gillooly_2011,,2,,,,,,,,,,,1100,,,
NA,anseralbifrons,NA,,NA,,,4204.8,,Horton_2018,,,NA,,NA,,,2.5064,,,2,,,,,,,,,,,4204.8,,,
Gadusmorhua,gadusmorhua,118,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.55,,,2,,,,,,,,,,,NA,,,
Heterodontusportusjacksoni,heterodontusportusjacksoni,850,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,2.77,,,2,,,,,,,,,,,NA,,,
Carcharhinus fitzroyensis,carcharhinusfitzroyensis,150,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,3.11,,,2,,,,,,,,,,,NA,,,
Squalusacanthias,squalusacanthias,8700,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,3.16,,,2,,,,,,,,,,,NA,,,
Pseudemysrubriventris,pseudemysrubriventris,0.25,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,3.48,,,2,,,,,,,,,,,NA,,,
NA,ansercaerulescens atlantica,NA,,NA,,,5000,,Hein_Gillooly_2011,,,NA,,NA,,,3.5,Hein_Gillooly_2011,,2,,,,,,,,,,,5000,,,
Triakissemifasciata,triakissemifasciata,140,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,3.53,,,2,,,,,,,,,,,NA,,,
